Custom Setup ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60
Customer,Piccard Pet Supplies,,,Avg Weekly Volume,,,,,,,Product Mapping for Forge,,,,,,Rates,,,,,,,,,,,Best Rate using lowest Cost,,,,,,,,,,,,Forge to Forge Price Transfer,,,,,,,,,,,,,,,,,,,,
# of Darwin Accounts,,,,Priority,EXP Plus,Expedited,Ground,,,,Priority,EXP Plus,Expedited,Ground,,UID,Call type,Shipper Code,Weight ,Zone,FMD,Costs,Base,Mapping Rate,Active Rates,Carrier Status,,Call Type,Carrier,Weight ,Zone,Mapping ,Active,Volume,Active Costs,USPS,Tech Fee,UID,,Effective Date,Customer ID,Shipper,Location,Label Type,Product,Weight,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,M
,,,,,,,,,,,,,,,,ExpeditedDHL-X384&3,Expedited,DHL-X,384,3,0.2270408163265305,18.180000000000003,23.52,,,Yes,,Expedited,,384,3,,,0,,,,Expedited3843,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedDHL-X400&3,Expedited,DHL-X,400,3,0.2660944206008583,18.810000000000002,25.63,,,Yes,,Expedited,,400,3,,,0,,,,Expedited4003,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedDHL-X1&4,Expedited,DHL-X,1,4,0.13068181818181834,3.4424999999999994,3.96,,,Yes,,Expedited,,1,4,,,0.031551810118171666,,,,Expedited14,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedDHL-X2&4,Expedited,DHL-X,2,4,0.1250000000000001,3.4649999999999994,3.96,,,Yes,,Expedited,,2,4,,,0,,,,Expedited24,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedDHL-X3&4,Expedited,DHL-X,3,4,0.1142676767676769,3.5074999999999994,3.96,,,Yes,,Expedited,,3,4,,,0,,,,Expedited34,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedDHL-X4&4,Expedited,DHL-X,4,4,0.10606060606060619,3.5399999999999996,3.96,,,Yes,,Expedited,,4,4,,,0,,,,Expedited44,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedDHL-X5&4,Expedited,DHL-X,5,4,0.14783105022831045,3.7325,4.38,,,Yes,,Expedited,,5,4,,,0,,,,Expedited54,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedDHL-X6&4,Expedited,DHL-X,6,4,0.1404109589041096,3.7649999999999997,4.38,,,Yes,,Expedited,,6,4,,,0,,,,Expedited64,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedDHL-X7&4,Expedited,DHL-X,7,4,0.13299086757990863,3.7975,4.38,,,Yes,,Expedited,,7,4,,,0,,,,Expedited74,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedDHL-X8&4,Expedited,DHL-X,8,4,0.12557077625570778,3.8299999999999996,4.38,,,Yes,,Expedited,,8,4,,,0,,,,Expedited84,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedDHL-X9&4,Expedited,DHL-X,9,4,0.18885601577909283,4.1125,5.07,,,Yes,,Expedited,,9,4,,,0,,,,Expedited94,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedDHL-X10&4,Expedited,DHL-X,10,4,0.18441814595660744,4.135000000000001,5.07,,,Yes,,Expedited,,10,4,,,0,,,,Expedited104,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedDHL-X11&4,Expedited,DHL-X,11,4,0.17406311637080873,4.1875,5.07,,,Yes,,Expedited,,11,4,,,0,,,,Expedited114,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedDHL-X12&4,Expedited,DHL-X,12,4,0.16765285996055224,4.220000000000001,5.07,,,Yes,,Expedited,,12,4,,,0,,,,Expedited124,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedDHL-X13&4,Expedited,DHL-X,13,4,0.287109375,4.5625,6.4,,,Yes,,Expedited,,13,4,,,0,,,,Expedited134,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedDHL-X14&4,Expedited,DHL-X,14,4,0.28203125000000007,4.595,6.4,,,Yes,,Expedited,,14,4,,,0,,,,Expedited144,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedDHL-X15&4,Expedited,DHL-X,15,4,0.27695312500000013,4.6274999999999995,6.4,,,Yes,,Expedited,,15,4,,,0,,,,Expedited154,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedDHL-X15.99&4,Expedited,DHL-X,15.99,4,0.26719140624999993,4.6899750000000004,6.4,,,Yes,,Expedited,,15.99,4,,,0,,,,Expedited15.994,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedDHL-X16&4,Expedited,DHL-X,16,4,0.302945301542777,4.97,7.13,,,Yes,,Expedited,,16,4,,,0,,,,Expedited164,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedDHL-X32&4,Expedited,DHL-X,32,4,0.23612903225806448,5.92,7.75,,,Yes,,Expedited,,32,4,,,0,,,,Expedited324,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedDHL-X48&4,Expedited,DHL-X,48,4,0.21269095182138653,6.7,8.51,,,Yes,,Expedited,,48,4,,,0,,,,Expedited484,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedDHL-X64&4,Expedited,DHL-X,64,4,0.19269102990033216,7.29,9.03,,,Yes,,Expedited,,64,4,,,0,,,,Expedited644,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedDHL-X80&4,Expedited,DHL-X,80,4,0.15800636267232226,7.94,9.43,,,Yes,,Expedited,,80,4,,,0,,,,Expedited804,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedDHL-X96&4,Expedited,DHL-X,96,4,0.16587225929456628,8.75,10.49,,,Yes,,Expedited,,96,4,,,0,,,,Expedited964,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedDHL-X112&4,Expedited,DHL-X,112,4,0.17413793103448283,9.579999999999998,11.6,,,Yes,,Expedited,,112,4,,,0,,,,Expedited1124,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedDHL-X128&4,Expedited,DHL-X,128,4,0.1816733067729085,10.27,12.55,,,Yes,,Expedited,,128,4,,,0,,,,Expedited1284,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedDHL-X144&4,Expedited,DHL-X,144,4,0.18675595238095255,10.929999999999998,13.44,,,Yes,,Expedited,,144,4,,,0,,,,Expedited1444,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedDHL-X160&4,Expedited,DHL-X,160,4,0.19166666666666676,11.639999999999999,14.4,,,Yes,,Expedited,,160,4,,,0,,,,Expedited1604,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedDHL-X176&4,Expedited,DHL-X,176,4,0.19634703196347048,12.319999999999999,15.33,,,Yes,,Expedited,,176,4,,,0,,,,Expedited1764,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedDHL-X192&4,Expedited,DHL-X,192,4,0.19889162561576346,13.01,16.24,,,Yes,,Expedited,,192,4,,,0,,,,Expedited1924,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedDHL-X208&4,Expedited,DHL-X,208,4,0.20372526193247975,13.679999999999998,17.18,,,Yes,,Expedited,,208,4,,,0,,,,Expedited2084,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedDHL-X224&4,Expedited,DHL-X,224,4,0.20630530973451322,14.35,18.08,,,Yes,,Expedited,,224,4,,,0,,,,Expedited2244,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedDHL-X240&4,Expedited,DHL-X,240,4,0.20837696335078548,15.12,19.1,,,Yes,,Expedited,,240,4,,,0,,,,Expedited2404,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedDHL-X256&4,Expedited,DHL-X,256,4,0.2115193644488581,15.879999999999999,20.14,,,Yes,,Expedited,,256,4,,,0,,,,Expedited2564,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedDHL-X272&4,Expedited,DHL-X,272,4,0.21327683615819204,16.71,21.24,,,Yes,,Expedited,,272,4,,,0,,,,Expedited2724,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedDHL-X288&4,Expedited,DHL-X,288,4,0.21492805755395672,17.46,22.24,,,Yes,,Expedited,,288,4,,,0,,,,Expedited2884,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedDHL-X304&4,Expedited,DHL-X,304,4,0.21683125805066528,18.240000000000006,23.29,,,Yes,,Expedited,,304,4,,,0,,,,Expedited3044,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedDHL-X320&4,Expedited,DHL-X,320,4,0.2185950413223139,18.910000000000004,24.2,,,Yes,,Expedited,,320,4,,,0,,,,Expedited3204,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedDHL-X336&4,Expedited,DHL-X,336,4,0.21941436020858396,19.46,24.93,,,Yes,,Expedited,,336,4,,,0,,,,Expedited3364,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedDHL-X352&4,Expedited,DHL-X,352,4,0.22063369397217925,20.17,25.88,,,Yes,,Expedited,,352,4,,,0,,,,Expedited3524,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedDHL-X368&4,Expedited,DHL-X,368,4,0.2229679343773302,20.840000000000003,26.82,,,Yes,,Expedited,,368,4,,,0,,,,Expedited3684,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedDHL-X384&4,Expedited,DHL-X,384,4,0.22485632183908044,21.580000000000002,27.84,,,Yes,,Expedited,,384,4,,,0,,,,Expedited3844,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedDHL-X400&4,Expedited,DHL-X,400,4,0.2683486238532109,22.330000000000002,30.52,,,Yes,,Expedited,,400,4,,,0,,,,Expedited4004,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedDHL-X1&5,Expedited,DHL-X,1,5,0.14365671641791045,3.4424999999999994,4.02,,,Yes,,Expedited,,1,5,,,0.10904833690791745,,,,Expedited15,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedDHL-X2&5,Expedited,DHL-X,2,5,0.13557213930348255,3.4749999999999996,4.02,,,Yes,,Expedited,,2,5,,,0,,,,Expedited25,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedDHL-X3&5,Expedited,DHL-X,3,5,0.12251243781094534,3.5274999999999994,4.02,,,Yes,,Expedited,,3,5,,,0,,,,Expedited35,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedDHL-X4&5,Expedited,DHL-X,4,5,0.10696517412935325,3.5899999999999994,4.02,,,Yes,,Expedited,,4,5,,,0,,,,Expedited45,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedDHL-X5&5,Expedited,DHL-X,5,5,0.15744920993227984,3.7325,4.43,,,Yes,,Expedited,,5,5,,,0,,,,Expedited55,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedDHL-X6&5,Expedited,DHL-X,6,5,0.14785553047404065,3.775,4.43,,,Yes,,Expedited,,6,5,,,0,,,,Expedited65,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedDHL-X7&5,Expedited,DHL-X,7,5,0.1224604966139955,3.8874999999999997,4.43,,,Yes,,Expedited,,7,5,,,0,,,,Expedited75,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedDHL-X8&5,Expedited,DHL-X,8,5,0.10835214446952601,3.9499999999999997,4.43,,,Yes,,Expedited,,8,5,,,0,,,,Expedited85,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedDHL-X9&5,Expedited,DHL-X,9,5,0.19174757281553412,4.1625,5.15,,,Yes,,Expedited,,9,5,,,0,,,,Expedited95,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedDHL-X10&5,Expedited,DHL-X,10,5,0.18349514563106806,4.205,5.15,,,Yes,,Expedited,,10,5,,,0,,,,Expedited105,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedDHL-X11&5,Expedited,DHL-X,11,5,0.17330097087378638,4.2575,5.15,,,Yes,,Expedited,,11,5,,,0,,,,Expedited115,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedDHL-X12&5,Expedited,DHL-X,12,5,0.1631067961165048,4.3100000000000005,5.15,,,Yes,,Expedited,,12,5,,,0,,,,Expedited125,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedDHL-X13&5,Expedited,DHL-X,13,5,0.28925304878048785,4.6625,6.56,,,Yes,,Expedited,,13,5,,,0,,,,Expedited135,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedDHL-X14&5,Expedited,DHL-X,14,5,0.28125,4.715,6.56,,,Yes,,Expedited,,14,5,,,0,,,,Expedited145,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedDHL-X15&5,Expedited,DHL-X,15,5,0.27324695121951215,4.7675,6.56,,,Yes,,Expedited,,15,5,,,0,,,,Expedited155,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedDHL-X15.99&5,Expedited,DHL-X,15.99,5,0.26372332317073166,4.829975,6.56,,,Yes,,Expedited,,15.99,5,,,0,,,,Expedited15.995,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedDHL-X16&5,Expedited,DHL-X,16,5,0.3257676902536716,5.05,7.49,,,Yes,,Expedited,,16,5,,,0,,,,Expedited165,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedDHL-X32&5,Expedited,DHL-X,32,5,0.24637681159420277,6.24,8.28,,,Yes,,Expedited,,32,5,,,0,,,,Expedited325,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedDHL-X48&5,Expedited,DHL-X,48,5,0.21560130010834233,7.24,9.23,,,Yes,,Expedited,,48,5,,,0,,,,Expedited485,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedDHL-X64&5,Expedited,DHL-X,64,5,0.21705426356589153,8.08,10.32,,,Yes,,Expedited,,64,5,,,0,,,,Expedited645,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedDHL-X80&5,Expedited,DHL-X,80,5,0.22691975841242462,8.959999999999999,11.59,,,Yes,,Expedited,,80,5,,,0,,,,Expedited805,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedDHL-X96&5,Expedited,DHL-X,96,5,0.2335375191424196,10.01,13.06,,,Yes,,Expedited,,96,5,,,0,,,,Expedited965,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedDHL-X112&5,Expedited,DHL-X,112,5,0.23884694577899812,11.089999999999998,14.57,,,Yes,,Expedited,,112,5,,,0,,,,Expedited1125,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedDHL-X128&5,Expedited,DHL-X,128,5,0.24497487437185927,12.02,15.92,,,Yes,,Expedited,,128,5,,,0,,,,Expedited1285,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedDHL-X144&5,Expedited,DHL-X,144,5,0.24970963995354245,12.919999999999998,17.22,,,Yes,,Expedited,,144,5,,,0,,,,Expedited1445,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedDHL-X160&5,Expedited,DHL-X,160,5,0.2536348949919225,13.86,18.57,,,Yes,,Expedited,,160,5,,,0,,,,Expedited1605,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedDHL-X176&5,Expedited,DHL-X,176,5,0.25678391959798996,14.79,19.9,,,Yes,,Expedited,,176,5,,,0,,,,Expedited1765,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedDHL-X192&5,Expedited,DHL-X,192,5,0.25918944392082943,15.719999999999999,21.22,,,Yes,,Expedited,,192,5,,,0,,,,Expedited1925,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedDHL-X208&5,Expedited,DHL-X,208,5,0.2620842572062084,16.64,22.55,,,Yes,,Expedited,,208,5,,,0,,,,Expedited2085,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedDHL-X224&5,Expedited,DHL-X,224,5,0.26426174496644284,17.540000000000003,23.84,,,Yes,,Expedited,,224,5,,,0,,,,Expedited2245,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedDHL-X240&5,Expedited,DHL-X,240,5,0.265927977839335,18.550000000000004,25.27,,,Yes,,Expedited,,240,5,,,0,,,,Expedited2405,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedDHL-X256&5,Expedited,DHL-X,256,5,0.26686656671664155,19.560000000000002,26.68,,,Yes,,Expedited,,256,5,,,0,,,,Expedited2565,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedDHL-X272&5,Expedited,DHL-X,272,5,0.2678254700248315,20.64,28.19,,,Yes,,Expedited,,272,5,,,0,,,,Expedited2725,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedDHL-X288&5,Expedited,DHL-X,288,5,0.269347752619128,21.62,29.59,,,Yes,,Expedited,,288,5,,,0,,,,Expedited2885,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedDHL-X304&5,Expedited,DHL-X,304,5,0.27029639175257714,22.650000000000006,31.04,,,Yes,,Expedited,,304,5,,,0,,,,Expedited3045,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedDHL-X320&5,Expedited,DHL-X,320,5,0.27149041434755716,23.560000000000002,32.34,,,Yes,,Expedited,,320,5,,,0,,,,Expedited3205,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedDHL-X336&5,Expedited,DHL-X,336,5,0.27446300715990446,24.320000000000004,33.52,,,Yes,,Expedited,,336,5,,,0,,,,Expedited3365,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedDHL-X352&5,Expedited,DHL-X,352,5,0.27481353987378077,25.28,34.86,,,Yes,,Expedited,,352,5,,,0,,,,Expedited3525,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedDHL-X368&5,Expedited,DHL-X,368,5,0.2757667864050841,26.210000000000004,36.19,,,Yes,,Expedited,,368,5,,,0,,,,Expedited3685,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedDHL-X384&5,Expedited,DHL-X,384,5,0.27621075039914833,27.200000000000003,37.58,,,Yes,,Expedited,,384,5,,,0,,,,Expedited3845,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedDHL-X400&5,Expedited,DHL-X,400,5,0.2787304837471205,28.180000000000003,39.07,,,Yes,,Expedited,,400,5,,,0,,,,Expedited4005,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedDHL-X1&6,Expedited,DHL-X,1,6,0.155109489051095,3.4724999999999997,4.11,,,Yes,,Expedited,,1,6,,,0.017353608103291566,,,,Expedited16,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedDHL-X2&6,Expedited,DHL-X,2,6,0.14233576642335788,3.5249999999999995,4.11,,,Yes,,Expedited,,2,6,,,0,,,,Expedited26,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedDHL-X3&6,Expedited,DHL-X,3,6,0.12712895377128974,3.5874999999999995,4.11,,,Yes,,Expedited,,3,6,,,0,,,,Expedited36,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedDHL-X4&6,Expedited,DHL-X,4,6,0.11192214111922161,3.6499999999999995,4.11,,,Yes,,Expedited,,4,6,,,0,,,,Expedited46,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedDHL-X5&6,Expedited,DHL-X,5,6,0.13590604026845632,3.8625,4.47,,,Yes,,Expedited,,5,6,,,0,,,,Expedited56,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedDHL-X6&6,Expedited,DHL-X,6,6,0.11968680089485462,3.9349999999999996,4.47,,,Yes,,Expedited,,6,6,,,0,,,,Expedited66,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedDHL-X7&6,Expedited,DHL-X,7,6,0.10570469798657722,3.9974999999999996,4.47,,,Yes,,Expedited,,7,6,,,0,,,,Expedited76,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedDHL-X8&6,Expedited,DHL-X,8,6,0.09395973154362414,4.05,4.47,,,Yes,,Expedited,,8,6,,,0,,,,Expedited86,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedDHL-X9&6,Expedited,DHL-X,9,6,0.18374060150375937,4.3425,5.32,,,Yes,,Expedited,,9,6,,,0,,,,Expedited96,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedDHL-X10&6,Expedited,DHL-X,10,6,0.17199248120300747,4.405,5.32,,,Yes,,Expedited,,10,6,,,0,,,,Expedited106,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedDHL-X11&6,Expedited,DHL-X,11,6,0.1602443609022557,4.4675,5.32,,,Yes,,Expedited,,11,6,,,0,,,,Expedited116,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedDHL-X12&6,Expedited,DHL-X,12,6,0.1484962406015038,4.53,5.32,,,Yes,,Expedited,,12,6,,,0,,,,Expedited126,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedDHL-X13&6,Expedited,DHL-X,13,6,0.2765095729013255,4.9125,6.79,,,Yes,,Expedited,,13,6,,,0,,,,Expedited136,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedDHL-X14&6,Expedited,DHL-X,14,6,0.2673048600883652,4.9750000000000005,6.79,,,Yes,,Expedited,,14,6,,,0,,,,Expedited146,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedDHL-X15&6,Expedited,DHL-X,15,6,0.2595729013254787,5.0275,6.79,,,Yes,,Expedited,,15,6,,,0,,,,Expedited156,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedDHL-X15.99&6,Expedited,DHL-X,15.99,6,0.24742636229749626,5.109975,6.79,,,Yes,,Expedited,,15.99,6,,,0,,,,Expedited15.996,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedDHL-X16&6,Expedited,DHL-X,16,6,0.35985748218527314,5.39,8.42,,,Yes,,Expedited,,16,6,,,0,,,,Expedited166,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedDHL-X32&6,Expedited,DHL-X,32,6,0.3040330920372286,6.7299999999999995,9.67,,,Yes,,Expedited,,32,6,,,0,,,,Expedited326,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedDHL-X48&6,Expedited,DHL-X,48,6,0.2580340264650284,7.85,10.58,,,Yes,,Expedited,,48,6,,,0,,,,Expedited486,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedDHL-X64&6,Expedited,DHL-X,64,6,0.2721145745577086,8.639999999999999,11.87,,,Yes,,Expedited,,64,6,,,0,,,,Expedited646,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedDHL-X80&6,Expedited,DHL-X,80,6,0.2758112094395282,9.819999999999999,13.56,,,Yes,,Expedited,,80,6,,,0,,,,Expedited806,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedDHL-X96&6,Expedited,DHL-X,96,6,0.28747566515249845,10.979999999999999,15.41,,,Yes,,Expedited,,96,6,,,0,,,,Expedited966,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedDHL-X112&6,Expedited,DHL-X,112,6,0.30813618003462206,11.989999999999998,17.33,,,Yes,,Expedited,,112,6,,,0,,,,Expedited1126,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedDHL-X128&6,Expedited,DHL-X,128,6,0.31689401888772295,13.02,19.06,,,Yes,,Expedited,,128,6,,,0,,,,Expedited1286,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedDHL-X144&6,Expedited,DHL-X,144,6,0.3238554216867471,14.029999999999998,20.75,,,Yes,,Expedited,,144,6,,,0,,,,Expedited1446,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedDHL-X160&6,Expedited,DHL-X,160,6,0.3291814946619217,15.08,22.48,,,Yes,,Expedited,,160,6,,,0,,,,Expedited1606,,,,,,,,,,,,,,,,,,,,,,
